date,portfolio_value,daily_pnl,zscore_SLB_HAL,position_SLB_HAL,hedgert_SLB_HAL,value_SLB_HAL,zscore_PSX_VLO,position_PSX_VLO,hedgert_PSX_VLO,value_PSX_VLO,zscore_XOM_CVX,position_XOM_CVX,hedgert_XOM_CVX,value_XOM_CVX
2025-10-07,99014.8,-31.24,-0.722217,long_spread,0.258291,32515.05,-0.261858,flat,0.477996,33166.42,0.801449,flat,0.775608,33333.33
2025-10-08,99047.97,33.17,-0.930102,long_spread,0.251089,32548.22,-0.422579,flat,0.475328,33166.42,0.912579,flat,0.815737,33333.33
2025-10-09,98999.33,-48.64,-1.427837,long_spread,0.241839,32499.58,-0.423256,flat,0.471036,33166.42,0.967339,flat,0.841196,33333.33
2025-10-10,99300.79,301.46,-2.158901,long_spread,0.254602,32801.04,-1.045861,flat,0.466327,33166.42,0.823386,flat,0.809949,33333.33
2025-10-13,99189.52,-111.27,-1.828928,long_spread,0.246581,32689.77,-0.626464,flat,0.462463,33166.42,0.718052,flat,0.776868,33333.33
2025-10-14,99385.06,195.54,-1.534699,long_spread,0.2422,32885.31,-0.443846,flat,0.459562,33166.42,0.647866,flat,0.753946,33333.33
2025-10-15,99421.69,36.64,-1.489709,long_spread,0.24635,32921.94,-0.614146,flat,0.456548,33166.42,0.509389,flat,0.736108,33333.33
2025-10-16,100017.64,595.95,-0.980423,long_spread,0.256924,33517.89,-0.489734,flat,0.455746,33166.42,0.31852,flat,0.719891,33333.33
2025-10-17,99524.39,-493.26,-1.334861,long_spread,0.259973,33024.64,-0.391483,flat,0.454718,33166.42,0.504516,flat,0.705053,33333.33
2025-10-20,99669.71,145.33,-0.748556,long_spread,0.258943,33169.96,-0.342799,flat,0.45346,33166.42,0.433954,flat,0.698635,33333.33
2025-10-21,97793.38,-1876.33,-1.290476,long_spread,0.219881,31293.63,-0.514958,flat,0.453812,33166.42,0.504414,flat,0.688897,33333.33
2025-10-22,97774.23,-19.15,-0.335112,long_spread,0.20368,31274.48,-0.219295,flat,0.455386,33166.42,0.743522,flat,0.686967,33333.33
2025-10-23,97714.06,-43.51,0.283239,long_spread,0.213523,31214.31,-0.143334,flat,0.455308,33166.42,0.901441,flat,0.707212,33333.33
2025-10-24,97714.06,0.0,0.255964,flat,0.21944,31214.31,-0.157109,flat,0.455667,33166.42,0.880224,flat,0.732639,33333.33
2025-10-27,97714.06,0.0,0.412475,flat,0.224008,31214.31,-0.291976,flat,0.448135,33166.42,1.020599,flat,0.732642,33333.33
2025-10-28,97714.06,0.0,0.211987,flat,0.222358,31214.31,-0.280541,flat,0.444554,33166.42,0.922706,flat,0.684727,33333.33
2025-10-29,97714.06,0.0,0.673655,flat,0.234717,31214.31,0.540092,flat,0.447081,33166.42,1.092989,flat,0.647507,33333.33
2025-10-30,97714.06,0.0,0.392178,flat,0.23461,31214.31,0.377763,flat,0.444534,33166.42,0.81729,flat,0.58127,33333.33
2025-10-31,97714.06,0.0,0.224816,flat,0.229969,31214.31,0.220512,flat,0.438816,33166.42,0.324979,flat,0.54637,33333.33
2025-11-03,97714.06,0.0,0.820519,flat,0.235515,31214.31,0.44695,flat,0.432342,33166.42,0.48595,flat,0.521296,33333.33
2025-11-04,97714.06,0.0,0.245835,flat,0.22555,31214.31,0.176436,flat,0.419381,33166.42,0.57083,flat,0.457132,33333.33
2025-11-05,97714.06,0.0,0.489339,flat,0.224422,31214.31,0.148903,flat,0.409536,33166.42,0.467319,flat,0.410255,33333.33
2025-11-06,97714.06,0.0,0.279447,flat,0.225013,31214.31,0.224423,flat,0.408083,33166.42,0.593656,flat,0.389761,33333.33
2025-11-07,97714.06,0.0,0.433332,flat,0.225035,31214.31,0.194907,flat,0.406931,33166.42,1.022853,flat,0.372118,33333.33
2025-11-10,97714.06,0.0,0.568217,flat,0.224567,31214.31,0.099336,flat,0.407472,33166.42,1.156933,flat,0.390933,33333.33
2025-11-11,97714.06,0.0,0.948921,flat,0.231981,31214.31,0.434028,flat,0.409198,33166.42,1.407372,flat,0.39541,33333.33
